Conn.Dens.,Porosity,SSA,Ech,Tortuosity,k_m2_predetto
422.2412840027928,0.262948060765343,8.774855156588494,-68.87562699016632,1.5649592818210967,3.3977351973253824e-11
292.4863152289848,0.1443435348375451,6.201640117993479,-25.557116306654326,2.675515229240141,1.4437821452659615e-12
289.0833070595069,0.12122570351263538,10.706718375854454,-113.37165339782261,3.611148445014427,4.641185412997882e-13
422.2412840027928,0.24787121424909747,8.005232973393626,-56.31455747333231,1.3412209041359409,2.464276282262942e-11
342.82163482652203,0.1312769345234657,8.13908030960143,-82.51614228283852,2.7863674254568775,3.839885309395473e-13
289.0833070595069,0.1342923038267148,11.831036000000001,-141.87957285369995,2.8077242705995507,2.873605038543932e-13
121.22326645155992,0.09509250288447653,6.94895441182038,-52.36064769541869,2.8311151009939084,2.5607377987345766e-13
270.7119884666196,0.09509250288447653,9.354860280155641,-94.36028666033138,3.3619852516832314,2.0088874466142144e-13
285.6398392426279,0.07599516396389891,5.991945957934588,-110.32472155562267,3.2582520038473866,1.5555885402973717e-13
553.6119999999999,0.295112,10.51821671069513,-249.99999999999997,1.6686925296569413,5.347793130280198e-11
292.4863152289848,0.12826156522021662,5.581480793563991,-18.14776262601053,2.1100673292722028,6.111781071094749e-12
43.929507878966476,0.037800486122743684,2.952496031549058,-17.26378040231345,3.6304713049054187,4.827915135250521e-13
270.7119884666196,0.10514373389530686,10.118905491008517,-113.2478823596156,3.6355562680346263,1.767682841923809e-13
79.44692139452096,0.06996442535740072,4.8430896554842775,-31.15454314928399,4.499999999999999,3.0530924342410917e-13
289.0833070595069,0.13328718072563178,11.794227982542852,-141.2485434621855,3.1046861173453033,2.398157746268678e-13
368.44314632222796,0.14836402724187725,8.878586842149542,-94.53207815598482,3.412834882975312,7.338467279254681e-13
121.22326645155992,0.09308225668231047,6.820684047954568,-50.85983931409978,3.6731849951907662,1.6385339922341523e-13
43.929507878966476,0.03880560922382672,3.057343111578504,-23.16353322351434,3.6264033344020516,2.421243800832585e-13
342.82163482652203,0.13529742692779784,8.297466324113996,-79.26495441037348,2.791452388586085,2.3751231610220567e-12
103.17562503788365,0.08906176427797834,6.393487966557997,-40.74375506020759,4.256938762423854,3.423510149120094e-13
342.82163482652203,0.11318471870397112,6.242909713324218,-31.47242505068999,3.8989573581276047,1.2332594435522877e-12
368.44314632222796,0.14534865793862817,8.719085433168575,-86.87653508786919,3.8298018595703747,4.5041939110130297e-13
553.6119999999999,0.24787121424909747,8.543968501630033,-107.47866402133248,1.328,1.3028307332609831e-11
121.22326645155992,0.10112324149097472,7.087263325901777,-52.925395328767635,4.040319333119589,3.0891907942745927e-13
326.98608065663905,0.13630255002888086,8.64881558165948,-97.07039895593518,2.604325745431228,6.720411978766682e-13
289.0833070595069,0.12122570351263538,10.706718375854454,-113.37165339782261,3.611148445014427,4.641185412997882e-13
28.32,0.016692901,1.22475,-7.259292986148857,3.1179070214812437,2.139806975044323e-13
292.4863152289848,0.1342923038267148,5.991945957934588,-22.071913247196772,2.033792882334081,1.0741990049531684e-12
326.98608065663905,0.1121795956028881,6.266332997160584,-26.845552524055194,4.135916639948701,9.121023023356954e-13
285.6398392426279,0.07197467155956679,5.637250516983909,-92.99068910640133,2.63076755370311,2.8406569281780613e-13
553.6119999999999,0.27903003038267155,9.670516914712376,-179.27668769293655,1.3605437640269318,8.497997932398159e-11
368.44314632222796,0.14836402724187725,8.877471447681144,-89.09359226405815,3.3348315485732605,5.443882415088817e-13
201.80129292408358,0.0629285636498195,5.397440706278262,-114.27727864459415,4.243717858287912,7.302923386090791e-14
326.98608065663905,0.1121795956028881,6.569720292564938,-38.8209077289369,4.219310035267713,6.965118731142028e-13
28.32,0.016692901,1.2414809170259755,-5.953271812500029,2.914508496312921,2.139806975044323e-13
272.50188808535495,0.07197467155956679,5.637250516983909,-92.99068910640133,3.0340051298493105,1.733834787528862e-13
103.17562503788365,0.08906176427797834,6.381218627405615,-40.68558943569499,4.256938762423854,3.551825790645522e-13
28.32,0.043,2.511,-28.010999999999992,3.6,1.353604920224577e-13
518.541,0.23704799999999998,6.7572,-127.0,1.328,3.7448700561494235e-11
518.541,0.21896,6.7572,-167.0,2.408,9.815722485838737e-12
518.541,0.237286,7.3203000000000005,-220.0,2.428,6.7196130707818095e-12
553.6119999999999,0.29481599999999997,6.118199999999998,-127.0,1.59,3.7676564132122625e-11
553.6119999999999,0.27232,6.118199999999998,-200.0,1.9,8.476434604122552e-11
553.6119999999999,0.295112,6.62805,-249.99999999999997,1.87,6.77773202665479e-11
